"title","console","genre","critic_score","total_sales","na_sales","jp_sales"
"Maboshi's Arcade","WW","Puzzle","8.5","","",""
"Marble Blast Ultra","XBL","Puzzle","7.2","","",""
"Mario vs. Donkey Kong: Minis March Again!","DSiW","Puzzle","8.1","","",""
"Mercury Hg","PSN","Puzzle","7","","",""
"Mighty Flip Champs!","DSiW","Puzzle","8.3","","",""
"Mole Mania","GB","Puzzle","8","","",""
"Monument Valley","iOS","Puzzle","8.7","","",""
"Mr. Driller","DC","Puzzle","7.6","","",""
"Mr. Driller: Drill Till You Drop","DSiW","Puzzle","6.5","","",""
"Ms. Pac-Man: Maze Madness","DC","Puzzle","6.9","","",""
"Nimbus","PC","Puzzle","8","","",""
"O-D Beat Drop","XBL","Puzzle","8.5","","",""
"Pac-Man","XBL","Puzzle","7","","",""
"Pac-Man","3DS","Puzzle","5","","",""
"Pac-Man Championship Edition","PSN","Puzzle","5.5","","",""
"Pac-Man Championship Edition","XBL","Puzzle","8.5","","",""
"Pac-Man Championship Edition DX","PSN","Puzzle","9","","",""
"Pac-Man Championship Edition DX","XBL","Puzzle","9.4","","",""
"Pac-Man vs.","GC","Puzzle","7","","",""
"Peggle","XBL","Puzzle","8.8","","",""
"Peggle Nights","XBL","Puzzle","8.4","","",""
"Polar Panic","XBL","Puzzle","7.5","","",""
"pOp","WW","Puzzle","5.6","","",""
"Primrose","PC","Puzzle","7","","",""
"Puyo Pop","NGage","Puzzle","5.7","","",""
"Puyo Puyo 4","DC","Puzzle","8.7","","",""
"Puyo Puyo DA! featuring ELLENA System","DC","Puzzle","2.3","","",""
"Puzzle Agent","PC","Puzzle","7","","",""
"Puzzle Agent 2","PC","Puzzle","6.3","","",""
"Puzzle Bobble VS","NGage","Puzzle","2.2","","",""
"Puzzle Dimension","PSN","Puzzle","8","","",""
"Puzzle Quest: Challenge of the Warlords","XBL","Puzzle","9.1","","",""
"Puzzle Quest: Challenge of the Warlords","PC","Puzzle","8.6","","",""
"Puzzle Rocks","DSiW","Puzzle","5.5","","",""
"Puzzlegeddon","XBL","Puzzle","6.4","","",""
"Pyramids","3DS","Puzzle","7.5","","",""
"Q*Bert","DC","Puzzle","5.4","","",""
"Qix++","XBL","Puzzle","4.2","","",""
"Raskulls","XBL","Puzzle","7.4","","",""
"Rotastic","XBL","Puzzle","5","","",""
"Save the Turtles","DSiW","Puzzle","8","","",""
"Sega Swirl","DC","Puzzle","8.6","","",""
"Shatter","PSN","Puzzle","8.4","","",""
"SHIFT extended","PSN","Puzzle","8","","",""
"Simply Minesweeper","DSiW","Puzzle","6","","",""
"Snakes","NGage","Puzzle","8.4","","",""
"Solomon's Key","VC","Puzzle","7","","",""
"Stacking","XBL","Puzzle","8.3","","",""
"Stacking","PSN","Puzzle","8.4","","",""
"StarDrone","PSN","Puzzle","7.2","","",""
"Super Bubble Pop","PS","Puzzle","4.6","","",""
"Super Monkey Ball","NGage","Puzzle","5.8","","",""
"Super Yum Yum: Puzzle Adventures","DSiW","Puzzle","3","","",""
"Swarm","PSN","Puzzle","6.8","","",""
"Swarm","XBL","Puzzle","6.8","","",""
"Tetris","PSN","Puzzle","7.5","","",""
"Tetris 4D","DC","Puzzle","5.8","","",""
"Tetris Party","WW","Puzzle","8.5","","",""
"The Misadventures of P.B. Winterbottom","XBL","Puzzle","8.4","","",""
"The UnderGarden","PC","Puzzle","6.4","","",""
"The UnderGarden","PSN","Puzzle","6","","",""
"The UnderGarden","XBL","Puzzle","6.4","","",""
"Tidalis","PC","Puzzle","7","","",""
"Toki Tori","WW","Puzzle","7.7","","",""
"Trajectile","DSiW","Puzzle","6.7","","",""
"Trash Panic","PSN","Puzzle","6.8","","",""
"Tumble","PSN","Puzzle","7.2","","",""
"Wario's Woods","VC","Puzzle","7.5","","",""
"Where is my Heart?","PSN","Puzzle","7.5","","",""
"World of Goo","WW","Puzzle","9.2","","",""
"Yohoho! Puzzle Pirates","PC","Puzzle","8.3","","",""
"Yosumin! Live","XBL","Puzzle","6","","",""
"Zooo","GBA","Puzzle","7","","",""
"Zuma","PSN","Puzzle","8","","",""
"Zuma Deluxe","XBL","Puzzle","7.4","","",""
"GNOG","PS4","Puzzle","7.9","","",""
"Gorogoa","NS","Puzzle","8.5","","",""
"Mario Kart 8 Deluxe","NS","Racing","9.3","","",""
"Mario Kart Wii","Wii","Racing","8.2","","",""
"Mario Kart DS","DS","Racing","9.1","","",""
"Mario Kart 7","3DS","Racing","8.2","","",""
"Gran Turismo 3: A-Spec","PS2","Racing","9.3","","",""
"Gran Turismo 5","PS3","Racing","8.3","","",""
"Gran Turismo 4","PS2","Racing","8.7","","",""
"Gran Turismo","PS","Racing","9.5","","",""
"Mario Kart 64","N64","Racing","8.5","","",""
"Gran Turismo 2","PS","Racing","9.2","","",""
"Super Mario Kart","SNES","Racing","10","","",""
"Mario Kart 8","WiiU","Racing","8.8","","",""
"Mario Kart: Double Dash!!","GC","Racing","8.5","","",""
"Project Gotham Racing","XB","Racing","8.4","","",""
"Mario Kart: Super Circuit","GBA","Racing","9.3","","",""
"Gran Turismo 5 Prologue","PS3","Racing","8.3","","",""
"Gran Turismo 6","PS3","Racing","8.6","","",""
"Driveclub","PS4","Racing","7.2","","",""
"Diddy Kong Racing","N64","Racing","8.3","","",""
"Gran Turismo","PSP","Racing","7.7","","",""
"Star Wars Episode I Racer","N64","Racing","8.7","","",""
"MotorStorm","PS3","Racing","8.2","","",""
"Wave Race 64","N64","Racing","9.2","","",""
"Forza Horizon 3","XOne","Racing","9","","",""
"Trials HD","XBL","Racing","8.6","","",""
"Diddy Kong Racing DS","DS","Racing","5.1","","",""
"Kirby Air Ride","GC","Racing","6.4","","",""
"F-Zero X","N64","Racing","8.5","","",""
"F-Zero: Maximum Velocity","GBA","Racing","8.7","","",""
"MotorStorm: Pacific Rift","PS3","Racing","8","","",""
"South Park Rally","N64","Racing","4.2","","",""
"WipEout","PS","Racing","8","","",""
"Ridge Racer","PSP","Racing","8.8","","",""
"Colin McRae: DiRT","All","Racing","9.4","","",""
"F1 2012","PC","Racing","8.8","","",""
"Grand Prix 3","PC","Racing","9.3","","",""
"Full Auto","X360","Racing","7","","",""
"Colin McRae Rally","PC","Racing","9","","",""
"MSR: Metropolis Street Racer","DC","Racing","8.6","","",""
"Ridge Racer 3D","3DS","Racing","7.4","","",""
"18 Wheeler: American Pro Trucker","DC","Racing","7.4","","",""
"4 Wheel Thunder","DC","Racing","8.1","","",""
"4x4 Evolution","DC","Racing","7.9","","",""
"Andretti Racing","SAT","Racing","9","","",""
"Art Style: light trax","WW","Racing","7.4","","",""
"Asphalt: Urban GT","NGage","Racing","7.5","","",""
"Baja: Edge of Control","XBL","Racing","6.6","","",""
"Big Bumpin'","XB","Racing","6.3","","",""
"Burnout Crash!","XBL","Racing","6.8","","",""
"Burnout Crash!","PSN","Racing","7","","",""
"Burnout Dominator","PS2","Racing","7.8","","",""
"Burnout Dominator","PSN","Racing","7.8","","",""
"Burnout Legends","PSN","Racing","8.4","","",""
"Burnout Paradise","XBL","Racing","9","","",""
"Burnout Paradise","PSN","Racing","9","","",""
"Burnout Paradise: Big Surf Island","XBL","Racing","8","","",""
"Burnout Paradise: Big Surf Island","PSN","Racing","8","","",""
"Car and Driver Presents: Grand Tour Racing '98","PS","Racing","7","","",""
"CART Flag To Flag","DC","Racing","6.3","","",""
"Cartoon Network Speedway","GBA","Racing","3","","",""
"Cel Damage Overdrive","PS2","Racing","5.3","","",""
"Colin McRae Rally 2005","NGage","Racing","8.3","","",""
"Crash Nitro Kart","NGage","Racing","6","","",""
"Crazy Taxi","PC","Racing","5","","",""
"Crazy Taxi","PSN","Racing","6","","",""
"Crazy Taxi","XBL","Racing","6","","",""
"Crazy Taxi: Fare Wars","PSN","Racing","6.3","","",""
"Daytona USA","DC","Racing","7.7","","",""
"Daytona USA","PSN","Racing","8.5","","",""
"Daytona USA","XBL","Racing","9","","",""
"Demolition Racer: No Exit","DC","Racing","7.7","","",""
"Dirt Trax FX","SNES","Racing","7","","",""
"Doritos Crash Course","XBL","Racing","8","","",""
"Downforce","GBA","Racing","7.9","","",""
"Driver '76","PSN","Racing","5.5","","",""
"Ducati World Championship","PC","Racing","3","","",""
"Ducati World Racing Challenge","DC","Racing","2.4","","",""
"Excitebike: World Rally","WW","Racing","6.5","","",""
"F-Zero","VC","Racing","7.8","","",""
"F-Zero X","VC","Racing","6.8","","",""
"F1 2002","XB","Racing","7","","",""
"F1 2009","PSN","Racing","7.4","","",""
"F1 World Grand Prix","DC","Racing","8","","",""
"F1 World Grand Prix II","DC","Racing","7.1","","",""
"F355 Challenge: Passione Rossa","DC","Racing","8.5","","",""
"FAST - Racing League","WW","Racing","6","","",""
"FlatOut: Head On","PSN","Racing","7.3","","",""
"Formula One 2005","PS2","Racing","7","","",""
"Forza Motorsport 7","PC","Racing","8.1","","",""
"FUEL","XBL","Racing","6.6","","",""
"Full Auto 2: Battlelines","PSN","Racing","5.5","","",""
"Glimmerati","NGage","Racing","8.4","","",""
"GRID","XBL","Racing","8.6","","",""
"Halfbrick Rocket Racing!","PSN","Racing","7","","",""
"Harms Way","XBL","Racing","6","","",""
"Hydro Thunder","DC","Racing","7.9","","",""
"Hydro Thunder Hurricane","XBL","Racing","7.5","","",""
"JellyCar 2","WW","Racing","3.5","","",""
"Jeremy McGrath Supercross 2000","DC","Racing","4.4","","",""
"lilt line","WW","Racing","6.2","","",""
"Looney Tunes: Space Race","DC","Racing","7.8","","",""
"Mag Force Racing","DC","Racing","6.9","","",""
"Mario Kart 64","VC","Racing","7.1","","",""
"Midnight Club: Los Angeles","XBL","Racing","8.3","","",""
"ModNation Racers","PSN","Racing","7.7","","",""
"Monaco Grand Prix","DC","Racing","6.6","","",""
"Monochrome Racing","WW","Racing","3","","",""
"MotoGP","NGage","Racing","2.7","","",""
"MotoHeroz","WW","Racing","8.3","","",""
"MotorStorm: Arctic Edge","PSN","Racing","7.7","","",""
"Need for Speed: Hot Pursuit","XBL","Racing","8.7","","",""
"Need for Speed: Hot Pursuit","PSN","Racing","8.9","","",""
"Need for Speed: Most Wanted","XBL","Racing","9","","",""
"Need for Speed: Most Wanted 5-1-0","PSN","Racing","7.4","","",""
"Need for Speed: Shift 2: Unleashed","PSN","Racing","8.4","","",""
"New Rally-X","XBL","Racing","4.2","","",""
"OutRun Online Arcade","XBL","Racing","8","","",""
"OutRun Online Arcade","PSN","Racing","8","","",""
"PixelJunk Racers","PSN","Racing","5.9","","",""
"PixelJunk Racers: 2nd Lap","PSN","Racing","6.6","","",""
"PocketBike Racer","X360","Racing","5.4","","",""
"PocketBike Racer","XB","Racing","5.1","","",""
"POD: Speedzone","DC","Racing","5.4","","",""
"Pure","PC","Racing","7","","",""
"Pursuit Force","PSN","Racing","7.3","","",""
"Pursuit Force: Extreme Justice","PSN","Racing","7.3","","",""
"Re-Volt","DC","Racing","7.7","","",""
"Roadsters","GB","Racing","3","","",""
"Roadsters","DC","Racing","4.6","","",""
"San Francisco Rush  2049","DC","Racing","8.1","","",""
"Scrap Metal","XBL","Racing","7.6","","",""
"SkyDrift","XBL","Racing","7.5","","",""
"SkyDrift","PSN","Racing","7.5","","",""
"Sno-Cross Championship Racing","DC","Racing","4.8","","",""
"South Park Rally","PC","Racing","4.1","","",""
"South Park Rally","DC","Racing","3.9","","",""
"Speed Devils","DC","Racing","8.2","","",""
"Speed Devils Online Racing","DC","Racing","7.3","","",""
"Spirit Of Speed 1937","DC","Racing","1.7","","",""
"Star Wars Episode I Racer","DC","Racing","6.6","","",""
"Star Wars: Demolition","DC","Racing","6.4","","",""
"Starsky & Hutch","PC","Racing","6.2","","",""
"Super Runabout: San Francisco Edition","DC","Racing","6.1","","",""
"Surf Rocket Racers","DC","Racing","5.6","","",""
"Suzuki Alstare Extreme Racing","DC","Racing","6","","",""
"Swamp Buggy Racing","PC","Racing","1.9","","",""
"System Rush","NGage","Racing","8.2","","",""
"Test Drive 6","DC","Racing","4.8","","",""
"Test Drive Le Mans","DC","Racing","8.2","","",""
"Test Drive Unlimited","PS2","Racing","7.3","","",""
"Test Drive V-Rally","DC","Racing","6.9","","",""
"TNT Racers (PSP)","PSN","Racing","7","","",""
"TrackMania","PC","Racing","7","","",""
"TrackMania 2: Canyon","PC","Racing","8.3","","",""
"Vin Diesel: Wheelman","XBL","Racing","6.7","","",""
"WipEout HD","PSN","Racing","8.7","","",""
"WipEout XL","PC","Racing","7.1","","",""
"DiRT 5","XOne","Racing","8","","",""
"DiRT Rally 2.0","PS4","Racing","7.9","","",""
"F1 2019","PS4","Racing","8.8","","",""
"F1 2020","PS4","Racing","9","","",""
"F1 2020","XOne","Racing","9","","",""
"F1 2021","XOne","Racing","9","","",""
"F1 2021","XS","Racing","8.5","","",""
"F1 22","PS5","Racing","7.5","","",""
"F1 22","XS","Racing","7.5","","",""
"F1 23","XS","Racing","8","","",""
"F1 23","PS5","Racing","8.5","","",""
"Forza Horizon 4","PC","Racing","10","","",""
"GRID","PS4","Racing","7.1","","",""
"Need for Speed Heat","PC","Racing","8","","",""
"Need for Speed Heat","PS4","Racing","6.6","","",""
"Need for Speed Heat","XOne","Racing","7.5","","",""
"Need for Speed Unbound","PS5","Racing","8","","",""
"Need for Speed Unbound","XS","Racing","7.8","","",""
"Pok?mon Red / Green / Blue Version","GB","Role-Playing","9.4","","",""
"Pok?mon Gold / Silver Version","GB","Role-Playing","9.2","","",""
"Pok?mon Diamond / Pearl Version","DS","Role-Playing","8.6","","",""
"Pok?mon X/Y","3DS","Role-Playing","8.9","","",""
"Pok?mon Sun/Moon","3DS","Role-Playing","9","","",""
"Pok?mon Ruby / Sapphire Version","GBA","Role-Playing","8.8","","",""
"Pok?mon Black / White Version","DS","Role-Playing","8.6","","",""
"Pok?mon Yellow: Special Pikachu Edition","GB","Role-Playing","8.7","","",""
"Pok?mon Heart Gold / Soul Silver Version","DS","Role-Playing","8.6","","",""
"Diablo III","PC","Role-Playing","9","","",""
"Pok?mon FireRed / LeafGreen Version","GBA","Role-Playing","8.3","","",""
"Final Fantasy VII","PS","Role-Playing","9.6","","",""
"Pok?mon: Ultra Sun and Ultra Moon","3DS","Role-Playing","8.1","","",""
"Final Fantasy VIII","PS","Role-Playing","9.4","","",""
"Final Fantasy X","PS2","Role-Playing","9","","",""
"Pok?mon Black 2 and White 2","DS","Role-Playing","8","","",""
"Bloodborne","PS4","Role-Playing","8.2","","",""
"Pok?mon Platinum Version","DS","Role-Playing","8.3","","",""
"Pok?mon Emerald Version","GBA","Role-Playing","7.7","","",""
"Fallout 4","PC","Role-Playing","9","","",""
"Guild Wars","PC","Role-Playing","8.7","","",""
"Final Fantasy XII","PS2","Role-Playing","9.4","","",""
"Pok?mon Crystal Version","GBC","Role-Playing","8.7","","",""
"Kingdom Hearts","PS2","Role-Playing","8.5","","",""
"Dragon Quest IX: Sentinels of the Starry Skies","DS","Role-Playing","8.6","","",""
"Final Fantasy IX","PS","Role-Playing","9.2","","",""
"Final Fantasy X-2","PS2","Role-Playing","8.3","","",""
"Fallout: New Vegas","PC","Role-Playing","8.3","","",""
"Kingdom Hearts II","PS2","Role-Playing","8.3","","",""
"Final Fantasy VII Remake","PS4","Role-Playing","8.7","","",""
"Dragon Quest VIII: Journey of the Cursed King","PS2","Role-Playing","8.6","","",""
"Pok?mon Mystery Dungeon: Explorers of Time / Darkness","DS","Role-Playing","6.4","","",""
"Mario & Luigi: Bowser's Inside Story","DS","Role-Playing","9.1","","",""
"Dragon Quest VII","PS","Role-Playing","8","","",""
"Monster Hunter 4 Ultimate","3DS","Role-Playing","8.8","","",""
"Diablo II","PC","Role-Playing","8.8","","",""
"Monster Hunter Freedom Unite","PSP","Role-Playing","7.7","","",""
"Fable II","X360","Role-Playing","9","","",""
"Pok?mon Mystery Dungeon: Blue Rescue Team","DS","Role-Playing","6.3","","",""
"Fable","XB","Role-Playing","8.6","","",""
"Yokai Watch","3DS","Role-Playing","7.7","","",""
"Pok?mon Ranger","DS","Role-Playing","6.6","","",""
"Final Fantasy III","SNES","Role-Playing","9.1","","",""
"Baldur's Gate","PC","Role-Playing","9.2","","",""
"Magicka","PC","Role-Playing","7.6","","",""
"Mario & Luigi: Dream Team","3DS","Role-Playing","8","","",""
"Xenoblade Chronicles 2","NS","Role-Playing","8.2","","",""
"Monster Hunter 3G","3DS","Role-Playing","7.6","","",""
"Bastion","PC","Role-Playing","8.5","","",""
"Crisis Core: Final Fantasy VII","PSP","Role-Playing","8.1","","",""
"Diablo","PC","Role-Playing","8.7","","",""
"Final Fantasy Tactics","PS","Role-Playing","8.8","","",""
"Dungeon Defenders","PC","Role-Playing","8.3","","",""
"Pok?mon Colosseum","GC","Role-Playing","7","","",""
"Final Fantasy V","SNES","Role-Playing","7.5","","",""
"Monster Hunter Freedom 2","PSP","Role-Playing","7.6","","",""
"Fire Emblem: Awakening","3DS","Role-Playing","9","","",""
"Pok?mon Ranger: Shadows of Almia","DS","Role-Playing","6.7","","",""
"Chrono Trigger","SNES","Role-Playing","8.8","","",""
"Final Fantasy III","DS","Role-Playing","7.4","","",""
"Neverwinter Nights","PC","Role-Playing","8.7","","",""
"Mario & Luigi: Superstar Saga","GBA","Role-Playing","8.8","","",""
"Baldur's Gate II: Shadows of Amn","PC","Role-Playing","9.5","","",""
"Dragon Quest Monsters: Joker 2","DS","Role-Playing","8.1","","",""
"Star Wars: The Old Republic","PC","Role-Playing","8.4","","",""
"Yu-Gi-Oh! Forbidden Memories","PS","Role-Playing","7","","",""
"Pok?mon Battle Revolution","Wii","Role-Playing","5.2","","",""
"Paper Mario: The Thousand-Year Door","GC","Role-Playing","9","","",""
"Dragon Quest Monsters: Joker","DS","Role-Playing","7.6","","",""
"Monster Hunter Tri","Wii","Role-Playing","8.1","","",""
"Octopath Traveler","NS","Role-Playing","8.1","","",""
"Parasite Eve","PS","Role-Playing","7.9","","",""
"Secret of Mana","SNES","Role-Playing","9.1","","",""
"Mario & Luigi: Partners in Time","DS","Role-Playing","8.8","","",""
"Chrono Cross","PS","Role-Playing","9.7","","",""
"Dragon Quest V: Hand of the Heavenly Bride","DS","Role-Playing","8.6","","",""
"Dragon Quest VI: Realms of Revelation","DS","Role-Playing","7.6","","",""
"Final Fantasy II","SNES","Role-Playing","10","","",""
"Kingdom Hearts 358/2 Days","DS","Role-Playing","7.5","","",""
"Kingdom Hearts: Birth by Sleep","PSP","Role-Playing","7.9","","",""
"Pok?mon Super Mystery Dungeon","3DS","Role-Playing","7.7","","",""
