"img","title","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date","last_update"
"/games/boxart/full_pro-evolution-soccer-2011_2AmericaFront.jpg","Pro Evolution Soccer 2011","PS3","Sports","Konami","Konami","6","2.41","0.29","0.54","1.18","0.41","2010-10-05",""
"/games/boxart/full_4368420AmericaFrontccc.jpg","NBA 2K16","XOne","Sports","2K Sports","Visual Concepts","8.3","2.41","2.01","","0.15","0.25","2015-09-29","2018-03-28"
"/games/boxart/3647334ccc.jpg","ATV Offroad Fury","PS2","Racing","Sony Computer Entertainment","Rainbow Studios","8.4","2.41","2.07","","0.26","0.08","2001-02-05",""
"/games/boxart/full_3616000AmericaFrontccc.jpg","Midnight Club: Los Angeles","X360","Racing","Rockstar Games","Rockstar San Diego","8","2.4","1.72","0.01","0.45","0.22","2008-10-20",""
"/games/boxart/full_madden-nfl-11_1AmericaFront.jpg","Madden NFL 11","PS3","Sports","EA Sports","EA Tiburon","8.4","2.4","2.05","","0.15","0.2","2010-08-10",""
"/games/boxart/198059ccc.jpg","Theme Hospital","PC","Strategy","Electronic Arts","Bullfrog Productions","5.5","2.4","2.3","","0.1","","1997-03-31",""
"/games/boxart/8882316ccc.jpg","Frogger's Adventures: Temple of the Frog","GBA","Adventure","Konami","Konami","6.7","2.39","2.15","","0.18","0.07","2001-10-24",""
"/games/boxart/full_dead-island_121AmericaFront.jpg","Dead Island","X360","Action","Deep Silver","Techland","7","2.38","1.48","","0.7","0.21","2011-09-06",""
"/games/boxart/2974497ccc.jpg","The Incredibles","PS2","Action","THQ","Heavy Iron Studios","5.9","2.37","0.96","0.04","1.08","0.3","2004-10-31",""
"/games/boxart/full_1189993AmericaFrontccc.jpg","Madden NFL 10","PS3","Sports","EA Sports","EA Tiburon","8.5","2.37","2.03","","0.13","0.21","2009-08-14",""
"/games/boxart/full_3030448AmericaFrontccc.jpg","Madden NFL 08","X360","Sports","EA Sports","EA Tiburon","8.7","2.37","2.18","","0.01","0.18","2007-08-14",""
"/games/boxart/full_4784982AmericaFrontccc.jpg","Sonic's Ultimate Genesis Collection","PS3","Misc","Sega","Backbone Entertainment","8.1","2.36","1.39","","0.64","0.33","2009-02-10",""
"/games/boxart/full_9031048AmericaFrontccc.jpg","LEGO Indiana Jones: The Original Adventures","Wii","Adventure","LucasArts","Traveller's Tales","7.8","2.35","1.51","","0.62","0.22","2008-06-03",""
"/games/boxart/full_5737361AmericaFrontccc.jpg","Dragon Age: Inquisition","PS4","Role-Playing","Electronic Arts","BioWare Edmonton","8.6","2.34","1.07","0.08","0.8","0.38","2014-11-18","2019-01-05"
"/games/boxart/full_kinect-sports-season-two_392AmericaFront.jpg","Kinect Sports: Season Two","X360","Sports","Microsoft Studios","Rare Ltd.","6.6","2.33","1.38","0.02","0.72","0.21","2011-10-25",""
"/games/boxart/full_8355573AmericaFrontccc.jpg","Madden NFL 25","X360","Sports","EA Sports","EA Tiburon","7.8","2.33","2.02","","0.07","0.25","2013-08-27","2018-01-06"
"/games/boxart/6725603ccc.jpg","Grand Theft Auto","PS","Action","Take-Two Interactive","DMA Design","6","2.32","0.79","0.04","1.35","0.14","1998-06-30",""
"/games/boxart/full_709900AmericaFrontccc.jpg","My Fitness Coach","Wii","Sports","Ubisoft","Ubisoft","7.1","2.32","1.18","","0.9","0.24","2008-12-02",""
"/games/boxart/full_8164194AmericaFrontccc.jpg","Assassin's Creed IV: Black Flag","XOne","Action","Ubisoft","Ubisoft Montreal","8.3","2.32","1.51","","0.59","0.22","2013-11-22","2018-03-14"
"/games/boxart/full_the-sims-3_5AmericaFront.jpg","The Sims 3","X360","Simulation","Electronic Arts","The Sims Studio","8","2.31","1.28","0","0.82","0.2","2010-10-26",""
"/games/boxart/full_7482376AmericaFrontccc.jpg","LEGO Star Wars: The Complete Saga","PS3","Action","LucasArts","Traveller's Tales","8","2.31","1.02","","0.93","0.36","2007-11-06",""
"/games/boxart/full_dead-island_140AmericaFront.jpg","Dead Island","PS3","Action","Deep Silver","Techland","6.7","2.29","1.08","0.15","0.74","0.32","2011-09-06",""
"/games/boxart/3233300ccc.jpg","Tomb Raider II","PC","Adventure","Eidos Interactive","Core Design Ltd.","8.2","2.29","0.91","","1.25","0.13","1997-10-31",""
"/games/boxart/full_lego-harry-potter-years-1-4_3AmericaFront.jpg","LEGO Harry Potter: Years 1-4","DS","Adventure","Warner Bros. Interactive","Traveller's Tales","8","2.29","1.07","","1","0.22","2010-06-29","2018-12-01"
"/games/boxart/full_4520839AmericaFrontccc.jpg","Pro Evolution Soccer 2010","PS3","Sports","Konami","Konami","7","2.28","0.3","0.46","1.27","0.26","2009-11-03",""
"/games/boxart/full_1017927AmericaFrontccc.jpg","Need for Speed Underground 2","XB","Racing","Electronic Arts","EA Black Box","8","2.28","1.38","","0.8","0.1","2004-11-15",""
"/games/boxart/full_madden-nfl-12_863AmericaFront.jpg","Madden NFL 12","PS3","Sports","EA Sports","EA Tiburon","7.8","2.27","1.93","","0.15","0.18","2011-08-30",""
"/games/boxart/full_8736251AmericaFrontccc.jpg","No Man's Sky","PS4","Action-Adventure","Hello Games","Hello Games","6.8","2.26","0.89","0.04","0.97","0.37","2016-08-09","2018-04-04"
"/games/boxart/full_7921457AmericaFrontccc.jpg","Guitar Hero III: Legends of Rock","PS3","Misc","RedOctane","Neversoft","8.2","2.25","1.4","0.02","0.53","0.3","2007-10-28",""
"/games/boxart/4000672ccc.jpg","Call of Duty 3","Wii","Shooter","Activision","EXAKT Entertainment","6.8","2.24","1.17","","0.84","0.23","2006-11-14",""
"/games/boxart/9444788ccc.jpg","Prince of Persia: The Sands of Time","PS2","Adventure","Ubisoft","Ubisoft Montreal","9","2.22","0.88","","1.03","0.31","2003-11-06",""
"/games/boxart/full_3503329AmericaFrontccc.jpg","Star Wars: The Force Unleashed","PS3","Action","LucasArts","LucasArts","6.8","2.22","1.01","","0.86","0.35","2008-09-16",""
"/games/boxart/full_463543AmericaFrontccc.jpg","Guitar Hero II","X360","Misc","RedOctane","Harmonix Music Systems","9.2","2.21","2.01","","0.02","0.17","2007-04-03",""
"/games/boxart/full_8393471AmericaFrontccc.jpg","Rock Band 2","X360","Misc","MTV Games","Harmonix Music Systems","9.2","2.2","1.78","","0.24","0.18","2008-09-14",""
"/games/boxart/full_need-for-speed-hot-pursuit_656AmericaFront.jpg","Need for Speed: Hot Pursuit","X360","Racing","Electronic Arts","Criterion Games","8.8","2.2","1.03","0","0.96","0.21","2010-11-16",""
"/games/boxart/full_8209982AmericaFrontccc.jpg","BioShock 2","X360","Shooter","2K Games","2K Marin","8.6","2.2","1.45","0.02","0.54","0.2","2010-02-09",""
"/games/boxart/5204468ccc.jpg","High School Musical: Makin' the Cut!","DS","Puzzle","Disney Interactive Studios","Artificial Mind and Movement","7.3","2.2","1.06","","0.9","0.23","2007-08-14",""
"/games/boxart/full_7194287AmericaFrontccc.jpg","FIFA 15","XOne","Sports","EA Sports","EA Canada","7.9","2.19","0.64","","1.39","0.16","2014-09-23","2018-03-23"
"/games/boxart/full_pro-evolution-soccer-2012_544AmericaFront.jpg","Pro Evolution Soccer 2012","PS3","Sports","Konami","Konami","7.5","2.19","0.34","0.55","0.97","0.32","2011-09-27",""
"/games/boxart/4120162ccc.jpg","Star Wars: Knights of the Old Republic","XB","Role-Playing","LucasArts","BioWare Corp.","9.4","2.19","1.68","","0.44","0.08","2003-07-17",""
"/games/boxart/full_1819815AmericaFrontccc.jpg","Final Fantasy XIII","X360","Role-Playing","Square Enix","Square Enix","8.1","2.19","1.3","0.01","0.67","0.21","2010-03-09",""
"/games/boxart/full_6891468AmericaFrontccc.jpg","Need for Speed: Payback","PS4","Racing","Electronic Arts","Ghost Games","5.8","2.18","0.62","0.04","1.18","0.34","2017-11-10","2018-04-04"
"/games/boxart/3017359ccc.jpg","ATV Offroad Fury 2","PS2","Racing","Sony Computer Entertainment","Rainbow Studios","8.7","2.18","1.92","","0.2","0.06","2002-11-09",""
"/games/boxart/full_4603698PALFrontccc.jpg","Your Shape featuring Jenny McCarthy","Wii","Sports","Ubisoft","Ubisoft","6","2.16","1.5","","0.46","0.19","2009-11-24",""
"/games/boxart/4489967ccc.jpg","Call of Duty: Roads to Victory","PSP","Shooter","Activision","Amaze Entertainment","6.1","2.14","0.52","","1.03","0.59","2007-03-13",""
"/games/boxart/1195402ccc.jpg","SimCity 2000","PC","Simulation","Maxis","Maxis","8","2.14","1.2","","0.84","0.1","1993-01-01",""
"/games/boxart/full_nba-2k12_24AmericaFront.jpg","NBA 2K12","PS3","Sports","2K Sports","Visual Concepts","9","2.13","1.62","0.05","0.27","0.18","2011-10-04",""
"/games/boxart/full_3184871AmericaFrontccc.jpg","Borderlands","PS3","Shooter","2K Games","Gearbox Software","8.2","2.12","1.22","","0.61","0.29","2009-10-20",""
"/games/boxart/full_4560317AmericaFrontccc.jpg","Mortal Kombat (2011)","X360","Fighting","Warner Bros. Interactive Entertainment","NetherRealm Studios","8.6","2.12","1.64","","0.31","0.17","2011-04-19","2018-01-06"
"/games/boxart/7039316ccc.jpg","Tony Hawk's Pro Skater","N64","Sports","Activision","Edge of Reality","9.3","2.11","1.68","","0.4","0.03","2000-02-29",""
"/games/boxart/277263ccc.jpg","Need for Speed: Hot Pursuit 2","PS2","Racing","Electronic Arts","EA Seattle","8.7","2.11","1.68","0.02","0.31","0.09","2002-10-01",""
"/games/boxart/full_605562AmericaFrontccc.jpg","PES 2009: Pro Evolution Soccer","PS3","Sports","Konami","Konami","7.7","2.11","0.11","0.4","1.34","0.26","2008-11-11",""
"/games/boxart/full_nba-2k11_5AmericaFront.jpg","NBA 2K11","X360","Sports","2K Sports","Visual Concepts","8.8","2.11","1.86","0.01","0.12","0.13","2010-10-05",""
"/games/boxart/full_9948178AmericaFrontccc.jpg","Grand Theft Auto: Episodes from Liberty City","PS3","Adventure","Rockstar Games","Rockstar North","9","2.09","0.62","0.13","0.99","0.34","2010-04-13",""
"/games/boxart/2450595ccc.jpg","Need for Speed: Most Wanted 5-1-0","PSP","Racing","Electronic Arts","EA Black Box","7.4","2.09","1.77","0.02","0.13","0.17","2005-11-15",""
"/games/boxart/full_9978864AmericaFrontccc.jpg","Metal Gear Solid: Peace Walker","PSP","Action","Konami","Kojima Productions","8.6","2.08","0.46","0.96","0.42","0.25","2010-06-08",""
"/games/boxart/full_720979AmericaFrontccc.jpg","Rock Band","Wii","Misc","MTV Games","Harmonix Music Systems","8.2","2.08","1.33","","0.56","0.2","2008-06-22",""
"/games/boxart/full_2112537AmericaFrontccc.jpg","Sim Theme Park","PC","Strategy","Electronic Arts","Bullfrog Productions","8.1","2.08","2.04","","0.04","","1999-10-31",""
"/games/boxart/full_portal-2_551AmericaFront.jpg","Portal 2","X360","Shooter","Valve","Valve Software","9.6","2.08","1.41","0.01","0.49","0.17","2011-04-19",""
"/games/boxart/full_7176439AmericaFrontccc.jpg","UFC 2009 Undisputed","X360","Fighting","THQ","Yuke's Osaka","8.4","2.07","1.48","0","0.39","0.19","2009-05-19",""
"/games/boxart/full_7194469AmericaFrontccc.jpg","The Sims 2: Pets","DS","Simulation","Electronic Arts","Maxis","4.8","2.07","0.92","","0.93","0.22","2006-10-31",""
"/games/boxart/full_5196183AmericaFrontccc.jpg","Call of Duty 2","X360","Shooter","Activision","Infinity Ward","8.8","2.06","1.84","0.01","0.04","0.16","2005-11-17",""
"/games/boxart/full_5621072AmericaFrontccc.jpg","R4: Ridge Racer Type 4","PS","Racing","Namco","Namco","9.1","2.06","0.68","0.79","0.46","0.13","1999-05-04",""
"/games/boxart/8299340ccc.jpg","The Incredibles","GBA","Action","THQ","Helixe","5.4","2.06","1.15","0.04","0.77","0.1","2004-10-31",""
"/games/boxart/full_7305262AmericaFrontccc.jpg","Tom Clancy's Splinter Cell: Conviction","X360","Action","Ubisoft","Ubisoft Montreal","8.6","2.06","1.2","0.04","0.62","0.19","2010-04-13",""
"/games/boxart/full_8917255AmericaFrontccc.jpg","Need for Speed: Undercover","PS3","Racing","Electronic Arts","EA Vancouver","5.9","2.06","0.63","0.05","1.01","0.38","2008-11-17",""
"/games/boxart/full_dark-souls_567AmericaFront.jpg","Dark Souls","PS3","Role-Playing","Namco Bandai","From Software","9","2.05","0.75","0.54","0.53","0.22","2011-10-04",""
"/games/boxart/full_9497640AmericaFrontccc.jpg","Mortal Kombat vs DC Universe","PS3","Fighting","Midway Games","Midway Amusement Games","7.6","2.05","1.52","","0.29","0.25","2008-11-16",""
"/games/boxart/full_2163996AmericaFrontccc.jpg","Need for Speed: ProStreet","X360","Racing","Electronic Arts","EA Black Box","7.1","2.05","1.04","0.01","0.79","0.21","2007-11-15",""
"/games/boxart/full_3596609AmericaFrontccc.jpg","Dragon Quest XI: Echoes of an Elusive Age","PS4","Role-Playing","Square Enix","Square Enix","9.5","2.04","0.29","1.43","0.22","0.1","2018-09-04","2018-09-11"
"/games/boxart/full_2000268AmericaFrontccc.jpg","PGR4 - Project Gotham Racing 4","X360","Racing","Microsoft Game Studios","Bizarre Creations","8.6","2.04","0.48","0.02","1.28","0.25","2007-10-02",""
"/games/boxart/3962299ccc.jpg","Need for Speed: ProStreet","PS3","Racing","Electronic Arts","EA Black Box","7.2","2.04","0.73","0.04","0.91","0.36","2007-11-13",""
"/games/boxart/full_4651786AmericaFrontccc.jpg","NBA 2K17","XOne","Sports","2K Sports","Visual Concepts","8.8","2.04","1.7","","0.12","0.21","2016-09-16","2018-03-28"
"/games/boxart/full_dance-central-2_712AmericaFront.jpg","Dance Central 2","X360","Music","Microsoft","Harmonix Music Systems","8.6","2.04","1.45","0.01","0.41","0.16","2011-10-25","2018-08-10"
"/games/boxart/full_3929995AmericaFrontccc.jpg","Madden NFL 25","PS3","Sports","Electronic Arts","EA Tiburon","7.5","2.04","1.62","","0.03","0.38","2013-08-27","2018-01-06"
"/games/boxart/full_6378091AmericaFrontccc.jpg","Rayman Raving Rabbids: TV Party","Wii","Misc","Ubisoft","Ubisoft Paris","7.1","2.03","0.72","","1.08","0.23","2008-11-18",""
"/games/boxart/full_the-sims-3_3AmericaFront.jpg","The Sims 3","PS3","Simulation","Electronic Arts","The Sims Studio","8.1","2.03","0.73","0.02","0.96","0.31","2010-10-26",""
"/games/boxart/full_1524157AmericaFrontccc.jpg","NBA 2K18","XOne","Sports","2K Sports","Visual Concepts","7.7","2.02","1.67","","0.14","0.21","2017-09-19","2018-04-02"
"/games/boxart/full_9866011AmericaFrontccc.jpg","Rocket League","PS4","Sports","505 Games","Psyonix Studios","8.7","2.02","0.37","","1.34","0.31","2016-07-05","2018-04-04"
"/games/boxart/full_just-dance-3_667AmericaFront.jpg","Just Dance 3","X360","Misc","Ubisoft","Ubisoft Paris","5.5","2.02","1.47","","0.39","0.16","2011-10-07",""
"/games/boxart/full_need-for-speed-the-run_770AmericaFront.jpg","Need for Speed: The Run","PS3","Racing","Electronic Arts","EA Black Box","6.3","2.01","0.58","0.03","1.05","0.35","2011-11-15",""
"/games/boxart/7889439ccc.jpg","TouchMaster","DS","Puzzle","Midway Games","Midway Studios San Diego","6.9","2","0.48","","1.27","0.24","2007-06-25",""
"/games/boxart/full_9621972AmericaFrontccc.jpg","Dead Space","PS3","Shooter","Electronic Arts","EA Redwood Shores","8.9","2","1.05","","0.66","0.29","2008-10-13",""
"/games/boxart/full_9753159AmericaFrontccc.jpg","Tenchu: Stealth Assassins","PS","Action","Activision","Acquire","8.8","1.99","0.95","0.27","0.64","0.13","1998-08-31",""
"/games/boxart/full_8236012AmericaFrontccc.jpg","Harry Potter and the Chamber of Secrets","GBA","Adventure","Electronic Arts","Eurocom Entertainment Software","7.2","1.99","1.21","0.05","0.64","0.09","2002-11-14",""
"/games/boxart/full_8004556AmericaFrontccc.jpg","Mortal Kombat vs DC Universe","X360","Fighting","Midway Games","Midway Amusement Games","7.6","1.99","1.58","","0.23","0.18","2008-11-16",""
"/games/boxart/full_1113491AmericaFrontccc.jpg","Just Cause 3","PS4","Action-Adventure","Square Enix","Avalanche Studios","7.5","1.98","0.53","0.09","1.07","0.3","2015-12-01","2018-04-04"
"/games/boxart/full_6294434AmericaFrontccc.jpg","Hot Shots Golf: Open Tee","PSP","Sports","Sony Computer Entertainment","Clap Hanz","8.4","1.96","0.5","0.63","0.5","0.33","2005-05-03",""
"/games/boxart/full_7063115AmericaFrontccc.jpg","Tom Clancy's Rainbow Six: Vegas","X360","Shooter","Ubisoft","Ubisoft Montreal","8.8","1.95","1.09","0.02","0.65","0.2","2006-11-20",""
"/games/boxart/1223151ccc.jpg","Grand Theft Auto: San Andreas","XB","Action","Rockstar Games","Rockstar North","9.2","1.95","1.26","","0.61","0.09","2005-06-07",""
"/games/boxart/full_2612770AmericaFrontccc.jpg","Burnout Paradise","PS3","Racing","Electronic Arts","Criterion Games","9","1.95","1.01","0.02","0.63","0.28","2008-01-22",""
"/games/boxart/889450ccc.jpg","Call of Duty: World at War","Wii","Shooter","Activision","EXAKT Entertainment","8.1","1.94","1.17","","0.58","0.18","2008-11-10",""
"/games/boxart/5963603ccc.jpg","FIFA Soccer 09","X360","Sports","Electronic Arts","EA Canada","8.7","1.94","0.49","0.01","1.26","0.18","2008-10-14",""
"/games/boxart/6735244ccc.jpg","X-Men Legends","PS2","Role-Playing","Activision","Raven Software","8.6","1.93","1","","0.72","0.21","2004-09-21",""
"/games/boxart/4651741ccc.jpg","The Legend of Zelda: Oracle of Ages","GBC","Adventure","Nintendo","Flagship","9.4","1.92","0.92","0.41","0.53","0.06","2001-05-13","2018-01-06"
"/games/boxart/2578106ccc.jpg","Guitar Hero: World Tour","PS3","Misc","Activision","Neversoft Entertainment","8.5","1.92","1.1","","0.55","0.27","2008-10-26",""
"/games/boxart/8683740ccc.jpg","Red Faction","PS2","Shooter","THQ","Volition Inc.","9.1","1.92","0.76","","0.96","0.2","2001-05-21",""
"/games/boxart/full_1453628AmericaFrontccc.jpg","Madden NFL 18","XOne","Sports","EA Sports","EA Tiburon","8.8","1.91","1.63","","0.07","0.2","2017-08-25","2018-04-03"
"/games/boxart/full_9718795AmericaFrontccc.jpg","Need for Speed: Shift","X360","Racing","Electronic Arts","Slightly Mad Studios","8.2","1.91","0.73","0.01","0.96","0.22","2009-09-15",""
"/games/boxart/3258468ccc.jpg","Star Wars Rogue Leader: Rogue Squadron II","GC","Simulation","LucasArts","Factor 5","9.2","1.9","1.03","0.03","0.75","0.09","2001-11-09",""
"/games/boxart/full_6890376AmericaFrontccc.jpg","Tomb Raider (2013)","X360","Action","Square Enix","Crystal Dynamics","8.5","1.9","0.86","0.01","0.87","0.16","2013-03-05","2018-01-06"
"/games/boxart/full_6736771AmericaFrontccc.jpg","Madden NFL 09","PS3","Sports","EA Sports","EA Tiburon","8.6","1.89","1.56","0","0.15","0.18","2008-08-12",""
"/games/boxart/full_8777882AmericaFrontccc.jpg","Minecraft","NS","Sandbox","Mojang","4J Studios","9.2","1.89","0.69","0.52","0.56","0.12","2018-06-21","2019-01-26"
"/games/boxart/full_8319372AmericaFrontccc.jpg","Mortal Kombat: Deception","PS2","Fighting","Midway Games","Midway Games","7.4","1.88","0.92","","0.72","0.24","2004-10-04",""
"/games/boxart/4950763ccc.jpg","FIFA 2000","PS","Sports","EA Sports","EA Canada","8.8","1.87","0.22","0.04","1.47","0.14","1999-10-09",""
"/games/boxart/full_infamous-2_615AmericaFront.jpg","inFAMOUS 2","PS3","Action","Sony Computer Entertainment","Sucker Punch Productions","8.1","1.87","1.05","0.08","0.48","0.26","2011-06-07",""
"/games/boxart/full_127220PALFrontccc.jpg","SingStar","PS2","Misc","Sony Computer Entertainment","SCEE London Studio","8","1.86","","","1.37","0.49","2004-05-21",""
"/games/boxart/full_5929576AmericaFrontccc.jpg","The Legend of Dragoon","PS","Role-Playing","Sony Computer Entertainment","SCEI","7.8","1.86","0.94","0.39","0.44","0.1","2000-06-11",""
"/games/boxart/full_4827825AmericaFrontccc.jpg","Sonic Classic Collection","DS","Platform","Sega","Sonic Team","7.5","1.86","0.94","","0.74","0.18","2010-03-02",""
"/games/boxart/full_2363163AmericaFrontccc.jpg","The Legend of Zelda: Oracle of Seasons","GBC","Adventure","Nintendo","Flagship","9.3","1.86","0.87","0.41","0.52","0.06","2001-05-13","2018-01-06"
"/games/boxart/full_308626AmericaFrontccc.jpg","The Evil Within","PS4","Action","Bethesda Softworks","Tango Gameworks","7.7","1.86","0.56","0.11","0.9","0.28","2014-10-14","2018-03-13"
"/games/boxart/2243101ccc.jpg","Shrek 2","PS2","Platform","Activision","Luxoflux, Inc.","6.9","1.86","1.12","0.03","0.69","0.02","2004-04-28",""
"/games/boxart/full_7230441AmericaFrontccc.jpg","Star Wars: The Force Unleashed","Wii","Action","LucasArts","Krome Studios","6.8","1.86","1.11","0","0.56","0.19","2008-09-16",""
"/games/boxart/full_631964AmericaFrontccc.jpg","Forza Horizon 4","XOne","Racing","Microsoft Studios","Playground Games","9.2","1.84","0.74","0.01","0.95","0.15","2018-10-02","2018-10-01"
"/games/boxart/full_7540104AmericaFrontccc.jpg","Rayman Raving Rabbids 2","Wii","Misc","Ubisoft","Ubisoft Paris","6.6","1.84","0.82","","0.82","0.2","2007-11-15",""
"/games/boxart/full_5767716AmericaFrontccc.jpg","The Elder Scrolls V: Skyrim Special Edition","XOne","Role-Playing","Bethesda Softworks","Bethesda Softworks","8.1","1.83","1.13","","0.53","0.17","2016-10-28","2018-04-01"
"/games/boxart/full_9962375AmericaFrontccc.jpg","BioShock Infinite","PS3","Shooter","2K Games","Irrational Games","9.5","1.82","0.74","0.04","0.74","0.3","2013-03-26","2018-01-09"
"/games/boxart/full_3989486AmericaFrontccc.jpg","The Orange Box","X360","Shooter","Electronic Arts","Valve Software","9.7","1.82","1.09","0.02","0.53","0.17","2007-10-10",""
"/games/boxart/8167501ccc.jpg","Crazy Taxi","DC","Racing","Sega","Hitmaker","9.3","1.81","1.1","0.12","0.51","0.08","2000-01-24",""
"/games/boxart/full_lego-star-wars-iii-the-clone-wars_36AmericaFront.jpg","LEGO Star Wars III: The Clone Wars","Wii","Action","LucasArts","Traveller's Tales","7.5","1.79","1.01","","0.62","0.15","2011-03-22",""
"/games/boxart/full_4313557AmericaFrontccc.jpg","Far Cry 5","XOne","Action","Ubisoft","Ubisoft Montreal","7.2","1.78","1.14","","0.47","0.17","2018-03-27","2018-02-28"
"/games/boxart/8044547ccc.jpg","State of Emergency","PS2","Action","Rockstar Games","VIS Entertainment","8","1.76","0.86","","0.67","0.22","2002-02-12",""
"/games/boxart/full_7094507AmericaFrontccc.jpg","UFC 2009 Undisputed","PS3","Fighting","THQ","Yuke's Osaka","8.4","1.76","1.07","0.01","0.45","0.24","2009-05-19",""
"/games/boxart/7651927ccc.jpg","The SpongeBob SquarePants Movie","PS2","Platform","THQ","Heavy Iron Studios","6.6","1.76","1.06","","0.54","0.16","2004-10-27",""
"/games/boxart/5075734ccc.jpg","High School Musical: Sing It!","Wii","Misc","Disney Interactive Studios","Artificial Mind and Movement","6.4","1.76","1.15","","0.45","0.16","2007-10-30",""
"/games/boxart/full_664593AmericaFrontccc.jpg","Just Cause 2","PS3","Action","Square Enix","Avalanche Studios","8.3","1.75","0.45","0.06","0.92","0.32","2010-03-23",""
"/games/boxart/1324247ccc.jpg","FIFA Soccer 08","PS3","Sports","EA Sports","EA Canada","8.5","1.75","0.35","0.02","1.07","0.31","2007-10-09",""
"/games/boxart/full_962356AmericaFrontccc.jpg","Crash Bandicoot: The Huge Adventure","GBA","Platform","Vivendi Games","Vicarious Visions","8.3","1.73","0.95","","0.7","0.08","2002-02-25",""
"/games/boxart/9052333ccc.jpg","Twisted Metal III","PS","Action","989 Studios","989 Studios","4.4","1.73","1.48","","0.2","0.05","1998-10-31",""
"/games/boxart/full_9769582AmericaFrontccc.jpg","SSX Tricky","PS2","Sports","EA Sports BIG","EA Canada","9.2","1.73","0.85","","0.66","0.22","2001-11-05",""
"/games/boxart/full_8621072AmericaFrontccc.jpg","Call of Duty: World at War Final Fronts","PS2","Shooter","Activision","Rebellion Developments","6.8","1.72","0.61","","0.18","0.94","2008-11-10",""
"/games/boxart/3054904ccc.jpg","Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City","PS2","Action","Rockstar Games","Rockstar North","9.7","1.72","0.85","","0.66","0.22","2003-10-21",""
"/games/boxart/full_1841380AmericaFrontccc.png","Titanfall 2","PS4","Shooter","Electronic Arts","Respawn Entertainment","8.9","1.72","0.75","0.06","0.62","0.28","2016-10-28","2018-06-29"
"/games/boxart/full_9966752AmericaFrontccc.jpg","The Beatles: Rock Band","Wii","Misc","MTV Games","Harmonix Music Systems","9","1.71","1.17","","0.39","0.15","2009-09-09",""
"/games/boxart/full_portal-2_305AmericaFront.jpg","Portal 2","PS3","Shooter","Valve","Valve Software","9.6","1.71","0.83","0.02","0.62","0.24","2011-04-19",""
"/games/boxart/full_call-of-duty-modern-warfare-3_640AmericaFront.jpg","Call of Duty: Modern Warfare 3","PC","Shooter","Activision","Infinity Ward","8","1.71","0.41","","0.99","0.31","2011-11-08",""
"/games/boxart/full_8358488AmericaFrontccc.jpg","Call of Duty Black Ops: Declassified","PSV","Shooter","Activision","Nihilistic","3.2","1.71","0.74","0.07","0.52","0.38","2012-11-13","2018-09-24"
"/games/boxart/full_9041244AmericaFrontccc.jpg","Cabela's Big Game Hunter 2010","Wii","Sports","Activision","Cauldron","5.5","1.7","1.58","","","0.12","2009-09-29",""
"/games/boxart/full_4116317AmericaFrontccc.jpg","NCAA Football 07","PS2","Sports","Electronic Arts","EA Sports","8.9","1.7","1.41","","0.05","0.23","2006-07-18",""
"/games/boxart/full_the-sims-3-late-night-expansion-pack_10AmericaFront.jpg","The Sims 3: Late Night Expansion Pack","PC","Simulation","Electronic Arts","The Sims Studio","7.5","1.69","0.59","","0.88","0.22","2010-10-26",""
"/games/boxart/1789636ccc.jpg","Harry Potter and the Sorcerer's Stone","GBA","Action","Electronic Arts","Griptonite Games","6.6","1.69","0.87","0.08","0.66","0.08","2001-11-15",""
"/games/boxart/8634108ccc.jpg","Dragon Ball Z: The Legacy of Goku","GBA","Role-Playing","Infogrames","Webfoot Technologies","6.5","1.69","1.52","","0.12","0.05","2002-05-14",""
"/games/boxart/full_7972482AmericaFrontccc.jpg","Need for Speed: Undercover","X360","Racing","Electronic Arts","EA Vancouver","6.3","1.69","0.8","0.01","0.7","0.18","2008-11-17",""
"/games/boxart/9583791ccc.jpg","Star Wars Battlefront: Renegade Squadron","PSP","Shooter","LucasArts","Rebellion Developments","7.5","1.68","0.9","","0.47","0.32","2007-10-09",""
"/games/boxart/3855026ccc.jpg","Time Crisis","PS","Shooter","Namco","Namco","8.5","1.68","0.38","0.33","0.87","0.1","1997-10-31",""
"/games/boxart/full_7672549AmericaFrontccc.jpg","Far Cry 4","XOne","Shooter","Ubisoft","Ubisoft Montreal","8.5","1.68","0.85","0.02","0.68","0.14","2014-11-18","2018-01-23"
"/games/boxart/full_5633056AmericaFrontccc.jpg","Saints Row 2","PS3","Action","THQ","Volition Inc.","7.9","1.68","0.88","0.02","0.54","0.24","2008-10-14","2018-04-02"
"/games/boxart/full_3173221AmericaFrontccc.jpg","Dragon Age: Origins","PS3","Role-Playing","Electronic Arts","BioWare Edmonton","8.7","1.67","0.96","0.08","0.42","0.21","2009-11-03",""
"/games/boxart/9306847ccc.jpg","SpongeBob SquarePants: Battle for Bikini Bottom","PS2","Platform","THQ","Heavy Iron Studios","5.8","1.67","1.08","","0.45","0.14","2003-10-31",""
"/games/boxart/4265007ccc.jpg","NCAA Football 2004","PS2","Sports","Electronic Arts","EA Tiburon","8.1","1.67","1.35","","0.09","0.23","2003-07-16",""
